Id,DateTime,Time,TimeMin,Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
10393766,4/5/22 11:46,11:46:00 AM,0,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.269,µmol/L,26.086,°C,1015,hPa,Humid,32,0
10393767,4/5/22 11:46,11:46:00 AM,0.019,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.321,µmol/L,26.09,°C,1015,hPa,Humid,32,0
10393768,4/5/22 11:46,11:46:00 AM,0.036,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.069,µmol/L,26.099,°C,1015,hPa,Humid,32,0
10393769,4/5/22 11:46,11:46:00 AM,0.053,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.247,µmol/L,26.112,°C,1015,hPa,Humid,32,0
10393770,4/5/22 11:46,11:46:00 AM,0.07,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.066,µmol/L,26.109,°C,1015,hPa,Humid,32,0
10393771,4/5/22 11:46,11:46:00 AM,0.086,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.469,µmol/L,26.099,°C,1015,hPa,Humid,32,0
10393772,4/5/22 11:46,11:46:00 AM,0.103,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.28,µmol/L,26.1,°C,1015,hPa,Humid,32,0
10393773,4/5/22 11:46,11:46:00 AM,0.12,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.299,µmol/L,26.1,°C,1015,hPa,Humid,32,0
10393774,4/5/22 11:46,11:46:00 AM,0.137,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.173,µmol/L,26.106,°C,1015,hPa,Humid,32,0
10393775,4/5/22 11:46,11:46:00 AM,0.153,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,203.981,µmol/L,26.101,°C,1015,hPa,Humid,32,0
10393776,4/5/22 11:46,11:46:00 AM,0.169,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.385,µmol/L,26.085,°C,1015,hPa,Humid,32,0
10393777,4/5/22 11:46,11:46:00 AM,0.186,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.262,µmol/L,26.084,°C,1015,hPa,Humid,32,0
10393778,4/5/22 11:46,11:46:00 AM,0.203,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.156,µmol/L,26.102,°C,1015,hPa,Humid,32,0
10393779,4/5/22 11:46,11:46:00 AM,0.22,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.188,µmol/L,26.094,°C,1015,hPa,Humid,32,0
10393780,4/5/22 11:46,11:46:00 AM,0.236,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.211,µmol/L,26.093,°C,1015,hPa,Humid,32,0
10393781,4/5/22 11:46,11:46:00 AM,0.253,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.097,µmol/L,26.091,°C,1015,hPa,Humid,32,0
10393782,4/5/22 11:46,11:46:00 AM,0.27,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.169,µmol/L,26.085,°C,1015,hPa,Humid,32,0
10393783,4/5/22 11:46,11:46:00 AM,0.287,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.128,µmol/L,26.098,°C,1015,hPa,Humid,32,0
10393784,4/5/22 11:46,11:46:00 AM,0.303,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.315,µmol/L,26.103,°C,1015,hPa,Humid,32,0
10393785,4/5/22 11:46,11:46:00 AM,0.319,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.324,µmol/L,26.071,°C,1015,hPa,Humid,32,0
10393786,4/5/22 11:46,11:46:00 AM,0.336,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.027,µmol/L,26.072,°C,1015,hPa,Humid,32,0
10393787,4/5/22 11:46,11:46:00 AM,0.353,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.407,µmol/L,26.084,°C,1015,hPa,Humid,32,0
