"","Species","Number","Temp.Cat","Light_Value","micromol.L.s","Run","Treatment","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID...1","Morphology...3","fragment_ID...4","site","species","Morphology...7","mtORF","TPCBASS","group","quant25","quant75","IQRbyGroup","upper","lower","Season"
"1","POC","150","22","0",-0.00759346504559278,"TPCBASS_Run12","Field",0.609,2022-12-10,-0.004624420212766,-0.000303865915839003,-0.004320554296927,45.058167749236,-9.5888370804875e-05,-0.34519813489755,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",-0.37864406750145,-0.270540218119327,0.108103849382123,-0.108384444046142,-0.540799841574635,"Dec"
"2","POC","150","25","0",-0.0208285197945183,"TPCBASS_Run12","Field",0.594,2022-12-10,-0.0123721407579438,-0.000303865915839003,-0.0120682748421048,104.238783626162,-0.0001157752846137,-0.416791024609321,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",-0.362652909507565,-0.290646953254657,0.072005956252908,-0.182638018875295,-0.470661843886927,"Dec"
"3","POC","150","28","0",-0.014951318127251,"TPCBASS_Run13","Field",0.591,2022-12-10,-0.00883622901320532,-0.00117993155578238,-0.00765629745742294,72.8278711221746,-0.000105128673122669,-0.378463223241608,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",-0.586511068415551,-0.426967151582976,0.159543916832574,-0.187651276334115,-0.825826943664412,"Dec"
"4","POC","150","30","0",-0.0190690506475487,"TPCBASS_Run13","Field",0.595,2022-12-10,-0.0113460851352915,-0.00117993155578238,-0.0101661535795091,67.3879924203667,-0.000150860015477128,-0.543096055717661,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",-0.543096055717661,-0.412010228782566,0.131085826935095,-0.215381488379923,-0.739724796120304,"Dec"
"5","POC","150","32","0",-0.0517570912939657,"TPCBASS_Run14","Field",0.555,2022-12-10,-0.028725185668151,-0.0023939448282084,-0.0263312408399426,174.957206749665,-0.00015050103581968,-0.541803728950849,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",-0.665202478571202,-0.498035806353873,0.167166672217329,-0.247285798027879,-0.915952486897195,"Dec"
"6","POC","150","36","0",-0.0157045921603721,"TPCBASS_Run14","Field",0.6,2022-12-10,-0.00942275529622329,-0.0023939448282084,-0.00702881046801489,35.9770799163791,-0.000195369120683275,-0.703328834459788,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.564713278633243,-0.385932619597439,0.178780659035804,-0.117761631043733,-0.83288426718695,"Dec"
"7","POC","154","22","0",-0.00904666041275805,"TPCBASS_Run15","Field",0.604,2022-12-11,-0.00546418288930586,-0.000206565853658553,-0.00525761703564731,61.5532838127824,-8.54157034357197e-05,-0.307496532368591,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",-0.3483391037579,-0.265095863231482,0.0832432405264187,-0.140231002441854,-0.473203964547528,"Dec"
"8","POC","154","25","0",-0.0133941322901851,"TPCBASS_Run16","Field",0.603,2022-12-11,-0.00807666177098164,-0.0005767406173469,-0.00749992115363474,73.7930108918502,-0.000101634573017037,-0.365884462861332,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",-0.404610967254123,-0.307279185695963,0.0973317815581595,-0.161281513358724,-0.550608639591362,"Dec"
"9","POC","154","28","0",-0.0188664229249013,"TPCBASS_Run18","Field",0.605,2022-12-11,-0.0114141858695653,-0.00133005234782617,-0.0100841335217391,76.0303803579163,-0.00013263294849069,-0.477478614566484,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",-0.537980269566625,-0.401013016555681,0.136967253010944,-0.195562137039264,-0.743431149083042,"Dec"
"10","POC","154","30","0",-0.0151265948134373,"TPCBASS_Run17","Field",0.607,2022-12-11,-0.00918184305175643,-0.00192966723981901,-0.00725217581193742,46.1549174875037,-0.000157126828661343,-0.565656583180836,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_30",-0.51524928869317,-0.431530452201378,0.0837188364917913,-0.305952197463691,-0.640827543430857,"Dec"
