"","Species","Number","Temp.Cat","Light_Value","micromol.L.s","Run","Treatment","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID...1","Morphology...3","fragment_ID...4","site","species","Morphology...7","mtORF","TPCBASS","group","quant25","quant75","IQRbyGroup","upper","lower","Season"
"1","POC","150","22","0",-0.0180636752136747,7,"Field",0.592,2022-05-13,-0.0106936957264954,-0.000633717875423269,-0.0100599778510721,45.058167749236,-0.000223266465406657,-0.803759275463964,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",-0.516226595637995,-0.278744288861462,0.237482306776533,0.0774791713033371,-0.872450055802794,"May"
"2","POC","150","25","0",-0.0194861843703364,5,"Field",0.59,2022-05-13,-0.0114968487784985,-0.00051394295583536,-0.0109829058226631,104.238783626162,-0.000105362950723329,-0.379306622603985,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",-0.490546521801215,-0.269012528475992,0.221533993325224,0.0632884615118437,-0.822847511789051,"May"
"3","POC","150","28","0",-0.0160093712016853,5,"Field",0.592,2022-05-13,-0.00947754775139771,-0.00051394295583536,-0.00896360479556235,72.8278711221746,-0.00012307931918709,-0.443085549073523,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",-0.576914986807002,-0.387681478823183,0.18923350798382,-0.103831216847453,-0.860765248782732,"May"
"4","POC","150","30","0",-0.0389871734148201,7,"Field",0.58,2022-05-13,-0.0226125605805956,-0.000633717875423269,-0.0219788427051724,67.3879924203667,-0.000326153694682996,-1.17415330085879,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",-1.23042029419707,-0.530227780222395,0.700192513974672,0.520060990739613,-2.28070906515907,"May"
"5","POC","150","36","0",-0.0256074060150378,6,"Field",0.584,2022-05-13,-0.0149547251127821,-0.00146912133843515,-0.0134856037743469,35.9770799163791,-0.00037483875305309,-1.34941951099112,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.986851672519631,-0.300799414278705,0.686052258240926,0.728278973082685,-2.01593005988102,"May"
"6","POC","154","22","0",-0.00562099802371552,8,"Field",0.606,2022-05-14,-0.00340632480237161,-0.000225296009578647,-0.00318102879279296,61.5532838127824,-5.16792703126648e-05,-0.186045373125593,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",-0.527376960054643,-0.232759909688717,0.294617050365926,0.209165665860172,-0.969302535603532,"May"
"7","POC","154","25","0",-0.014116660633484,8,"Field",0.598,2022-05-14,-0.0084417630588234,-0.000225296009578647,-0.00821646704924476,73.7930108918502,-0.000111344786585367,-0.400841231707323,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",-0.513684849114912,-0.347949687613843,0.165735161501069,-0.0993469453622394,-0.762287591366515,"May"
"8","POC","154","28","0",-0.0103150980392155,9,"Field",0.609,2022-05-14,-0.00628189470588226,-0.00140954637081207,-0.00487234833507019,76.0303803579163,-6.40842293847985e-05,-0.230703225785275,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",-0.743440761288278,-0.367768418742492,0.375672342545786,0.195740095076188,-1.30694927510696,"May"
"9","POC","154","30","0",-0.00738354819431404,10,"Field",0.612,2022-05-14,-0.00451873149492019,-0.000748575694271696,-0.00377015580064849,46.1549174875037,-8.16848129274471e-05,-0.29406532653881,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_30",-0.970496884771261,-0.552458603696537,0.418038281074724,0.0745988179155482,-1.59755430638335,"May"
"10","POC","154","32","0",-0.00870629554655876,10,"Field",0.602,2022-05-14,-0.00524118991902837,-0.000748575694271696,-0.00449261422475668,40.9343887333493,-0.000109751589403766,-0.395105721853556,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_32",-0.964436002486323,-0.390725500706623,0.5737105017797,0.469840251962927,-1.82500175515587,"May"
"11","POC","154","36","0",-0.0316637391304357,9,"Field",0.595,2022-05-14,-0.0188399247826092,-0.00140954637081207,-0.0174303784117971,106.783243018943,-0.000163231401472841,-0.587633045302229,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_36",-1.2372355000736,-0.631548435088091,0.60568706498551,0.276982162390173,-2.14576609755186,"May"
