"","Species","Number","Temp.Cat","Light_Value","micromol.L.s","Run","Treatment","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID...1","Morphology...3","fragment_ID...4","site","species","Morphology...7","mtORF","TPCBASS","group","quant25","quant75","IQRbyGroup","upper","lower","Season"
"1","POC","150","22","620",0.012651986062718,"TPCBASS_Run12","Field",0.609,2022-12-10,0.00770505951219524,-0.000197577256537843,0.00790263676873309,45.058167749236,0.000175387441689017,0.631394790080462,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"2","POC","150","25","620",0.0142956490903482,"TPCBASS_Run12","Field",0.594,2022-12-10,0.00849161555966686,-0.000197577256537843,0.0086891928162047,104.238783626162,8.33585400168068e-05,0.300090744060505,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"3","POC","150","28","620",0.0187977030812323,"TPCBASS_Run13","Field",0.591,2022-12-10,0.0111094425210083,-0.000998047168590014,0.0121074896895983,72.8278711221746,0.000166248024321444,0.598492887557199,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"4","POC","150","30","620",0.0103207762742079,"TPCBASS_Run13","Field",0.595,2022-12-10,0.00614086188315372,-0.000998047168590014,0.00713890905174374,67.3879924203667,0.000105937405097501,0.381374658351005,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"5","POC","150","32","620",0.0161991978609625,"TPCBASS_Run14","Field",0.555,2022-12-10,0.00899055481283419,-0.00292335786610762,0.0119139126789418,174.957206749665,6.8096152769452e-05,0.245146149970027,"POC-150","grandis","POC-150","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"6","POC","154","22","620",0.00771522929171669,"TPCBASS_Run15","Field",0.604,2022-12-11,0.00465999849219688,-0.000104401266968326,0.00476439975916521,61.5532838127824,7.74028526838045e-05,0.278650269661696,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",0.247582657167487,0.438463623735073,0.190880966567586,0.724785073586451,-0.0387387926838914,"Dec"
"7","POC","154","25","620",0.00422377721851404,"TPCBASS_Run16","Field",0.603,2022-12-11,0.00254693766276397,-0.000413376978829279,0.00296031464159325,73.7930108918502,4.01164636842347e-05,0.144419269263245,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",0.166082673296665,0.34279929131553,0.176716618018865,0.607874218343828,-0.0989922537316336,"Dec"
"8","POC","154","28","620",0.0133138897757203,"TPCBASS_Run18","Field",0.605,2022-12-11,0.00805490331431075,-0.00122254755826864,0.00927745087257939,76.0303803579163,0.00012202294436652,0.439282599719473,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",0.279750687967484,0.481497269197476,0.201746581229992,0.784117141042463,-0.0228691838775036,"Dec"
"9","POC","154","32","620",0.000337246716697926,"TPCBASS_Run19","Field",0.611,2022-12-11,0.000206057743902433,-0.00346795647036396,0.00367401421426639,40.9343887333493,8.97537334244634e-05,0.323113440328068,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_32",0.220640305025261,0.304356932692989,0.0837166276677284,0.429931874194581,0.095065363523668,"Dec"
"10","POC","154","36","620",-0.0209620168067228,"TPCBASS_Run20","Field",0.6,2022-12-11,-0.0125772100840337,-0.00793488949196743,-0.00464232059206627,106.783243018943,-4.34742424075163e-05,-0.156507272667059,"POC-154","verrucosa","POC-154","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_36",-0.197893568712842,-0.0625548789311429,0.135338689781699,0.140453155741406,-0.400901603385391,"Dec"
"11","POC","156","22","620",0.0195724825930374,"TPCBASS_Run11","Field",0.597,2022-12-09,0.0116847721080433,-0.0002502378368045,0.0119350099448478,101.299494327605,0.000117819047607974,0.424148571388708,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"12","POC","156","25","620",0.00592929643527192,"TPCBASS_Run11","Field",0.608,2022-12-09,0.00360501223264533,-0.0002502378368045,0.00385525006944983,127.182788150723,3.03126714353912e-05,0.109125617167408,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"13","POC","156","28","620",0.0171966293964395,"TPCBASS_Run9","Field",0.604,2022-12-09,0.0103867641554494,-0.00016305526578113,0.0105498194212306,63.571303331195,0.000165952542553169,0.597429153191409,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"14","POC","156","30","620",0.0103632673158989,"TPCBASS_Run9","Field",0.605,2022-12-09,0.00626977672611886,-0.00016305526578113,0.00643283199189999,84.7166382849969,7.59335134411162e-05,0.273360648388018,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"15","POC","156","32","620",0.00298559202059208,"TPCBASS_Run10","Field",0.605,2022-12-09,0.00180628317245821,-0.00136702938721774,0.00317331255967595,95.6841356676741,3.31644586381316e-05,0.119392051097274,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"16","POC","156","36","620",-0.00140100386100386,"TPCBASS_Run10","Field",0.61,2022-12-09,-0.000854612355212355,-0.00136702938721774,0.000512417032005385,59.8862242106157,8.55650926001362e-06,0.030803433336049,"POC-156","grandis","POC-156","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"17","POC","157","22","620",0.00529186453660138,"TPCBASS_Run11","Field",0.606,2022-12-09,0.00320686990918044,-0.0002502378368045,0.00345710774598493,52.12123606368,6.63281995415679e-05,0.238781518349644,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"18","POC","157","25","620",0.0157458365164246,"TPCBASS_Run11","Field",0.587,2022-12-09,0.00924280603514125,-0.0002502378368045,0.00949304387194575,104.502003563347,9.08407834132223e-05,0.3270268202876,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"19","POC","157","28","620",0.0065445891235365,"TPCBASS_Run9","Field",0.602,2022-12-09,0.00393984265236897,-0.00016305526578113,0.0041028979181501,42.9962782412926,9.54244898854937e-05,0.343528163587777,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"20","POC","157","30","620",0.007499381359852,"TPCBASS_Run9","Field",0.595,2022-12-09,0.00446213190911194,-0.00016305526578113,0.00462518717489307,58.9649544304706,7.84395955117192e-05,0.282382543842189,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"21","POC","157","32","620",0.0103637730690364,"TPCBASS_Run10","Field",0.595,2022-12-09,0.00616644497607663,-0.00136702938721774,0.00753347436329437,101.299494327605,7.43683313850607e-05,0.267725992986219,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"22","POC","157","36","620",-0.00198835204081629,"TPCBASS_Run10","Field",0.6,2022-12-09,-0.00119301122448977,-0.00136702938721774,0.000174018162727968,47.2077972362407,3.68621653446641e-06,0.0132703795240791,"POC-157","meandrina","POC-157","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"23","POC","159","22","620",0.0121187934981685,"TPCBASS_Run15","Field",0.599,2022-12-11,0.00725915730540292,-0.000104401266968326,0.00736355857237124,51.1999662835353,0.000143819598075384,0.517750553071382,"POC-159","grandis","POC-159","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"24","POC","159","25","620",0.00923536036036038,"TPCBASS_Run16","Field",0.599,2022-12-11,0.00553198085585587,-0.000413376978829279,0.00594535783468514,51.8580161264958,0.000114646843029683,0.41272863490686,"POC-159","grandis","POC-159","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"25","POC","159","28","620",0.0180339419123436,"TPCBASS_Run18","Field",0.597,2022-12-11,0.0107662633216691,-0.00122254755826864,0.0119888108799378,99.1059948510692,0.00012096958310094,0.435490499163385,"POC-159","grandis","POC-159","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
