Id,DateTime,Time,TimeMin,Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
10393766,4/5/22 11:46,11:46:22,0,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.269,µmol/L,26.086,°C,1015,hPa,Humid,32,0
10393767,4/5/22 11:46,11:46:23,0.019,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.321,µmol/L,26.09,°C,1015,hPa,Humid,32,0
10393768,4/5/22 11:46,11:46:24,0.036,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.069,µmol/L,26.099,°C,1015,hPa,Humid,32,0
10393769,4/5/22 11:46,11:46:25,0.053,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.247,µmol/L,26.112,°C,1015,hPa,Humid,32,0
10393770,4/5/22 11:46,11:46:26,0.07,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.066,µmol/L,26.109,°C,1015,hPa,Humid,32,0
10393771,4/5/22 11:46,11:46:27,0.086,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.469,µmol/L,26.099,°C,1015,hPa,Humid,32,0
10393772,4/5/22 11:46,11:46:28,0.103,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.28,µmol/L,26.1,°C,1015,hPa,Humid,32,0
10393773,4/5/22 11:46,11:46:29,0.12,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.299,µmol/L,26.1,°C,1015,hPa,Humid,32,0
10393774,4/5/22 11:46,11:46:30,0.137,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.173,µmol/L,26.106,°C,1015,hPa,Humid,32,0
10393775,4/5/22 11:46,11:46:31,0.153,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,203.981,µmol/L,26.101,°C,1015,hPa,Humid,32,0
10393776,4/5/22 11:46,11:46:32,0.169,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.385,µmol/L,26.085,°C,1015,hPa,Humid,32,0
10393777,4/5/22 11:46,11:46:33,0.186,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),19/12/20 11:12:53,default,204.262,µmol/L,26.084,°C,1015,hPa,Humid,32,0
