Id,DateTime,Time,TimeMin,Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
10394002,4/5/22 11:50,11:50:18 AM,0,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.844,µmol/L,22.771,°C,1015,hPa,Humid,32,0
10394005,4/5/22 11:50,11:50:19 AM,0.023,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.677,µmol/L,22.796,°C,1015,hPa,Humid,32,0
10394007,4/5/22 11:50,11:50:20 AM,0.04,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.514,µmol/L,22.801,°C,1015,hPa,Humid,32,0
10394009,4/5/22 11:50,11:50:21 AM,0.056,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.702,µmol/L,22.785,°C,1015,hPa,Humid,32,0
10394010,4/5/22 11:50,11:50:22 AM,0.073,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.833,µmol/L,22.773,°C,1015,hPa,Humid,32,0
10394013,4/5/22 11:50,11:50:23 AM,0.089,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.865,µmol/L,22.795,°C,1015,hPa,Humid,32,0
10394015,4/5/22 11:50,11:50:24 AM,0.106,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.352,µmol/L,22.776,°C,1015,hPa,Humid,32,0
10394017,4/5/22 11:50,11:50:25 AM,0.123,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.535,µmol/L,22.782,°C,1015,hPa,Humid,32,0
10394019,4/5/22 11:50,11:50:26 AM,0.14,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,211.811,µmol/L,22.78,°C,1015,hPa,Humid,32,0
10394020,4/5/22 11:50,11:50:27 AM,0.157,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,210.718,µmol/L,22.784,°C,1015,hPa,Humid,32,0
10394022,4/5/22 11:50,11:50:28 AM,0.173,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,210.03,µmol/L,22.768,°C,1015,hPa,Humid,32,0
10394025,4/5/22 11:50,11:50:29 AM,0.19,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.331,µmol/L,22.781,°C,1015,hPa,Humid,32,0
10394027,4/5/22 11:50,11:50:30 AM,0.206,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.347,µmol/L,22.76,°C,1015,hPa,Humid,32,0
10394029,4/5/22 11:50,11:50:31 AM,0.223,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.422,µmol/L,22.763,°C,1015,hPa,Humid,32,0
10394031,4/5/22 11:50,11:50:32 AM,0.239,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.633,µmol/L,22.77,°C,1015,hPa,Humid,32,0
10394033,4/5/22 11:50,11:50:33 AM,0.256,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.43,µmol/L,22.78,°C,1015,hPa,Humid,32,0
10394035,4/5/22 11:50,11:50:34 AM,0.273,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.471,µmol/L,22.779,°C,1015,hPa,Humid,32,0
10394037,4/5/22 11:50,11:50:35 AM,0.29,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.389,µmol/L,22.774,°C,1015,hPa,Humid,32,0
